ECRef,RegulatedEntityName,ReportingPeriodName,RegulatedEntityType,TotalExpenditure,DateIncurred,ExpenseCategoryName,SupplierName,FullAddress,AmountInEngland,AmountInScotland,AmountInWales,AmountInNorthernIreland,DateOfClaimForPayment,DatePaid,RedactedSupportingInvoiceId,RegulatedEntityId,SupplierId,JointCampaignName,UnregisteredCampaignerName,CampaigningName,IsOutsideSection75
SP0527575,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£94,608.00",11/09/2019,Unsolicited material to electors,Mortons Media Group Ltd,"Media Centre, Morton Way, Horncastle, LN9 6JR, United Kingdom","£80,517.45","£9,135.63","£4,954.92",£0.00,11/09/2019,11/10/2019,68647.0,90,68080,,,,False
SP0527574,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,494.54",30/08/2019,Unsolicited material to electors,Mortons Media Group Ltd,"Media Centre, Morton Way, Horncastle, LN9 6JR, United Kingdom","£1,494.54",£0.00,£0.00,£0.00,30/08/2019,15/11/2019,68646.0,90,68080,,,,False
SP0527573,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,019.00",30/05/2019,Unsolicited material to electors,Mortons Media Group Ltd,"Media Centre, Morton Way, Horncastle, LN9 6JR, United Kingdom",£0.00,£0.00,"£1,019.00",£0.00,30/05/2019,04/07/2019,68645.0,90,68080,,,,False
SP0527572,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£400.00,03/12/2019,Manifesto or Referendum material,Mike Sanders T/A Video4business,,£340.42,£38.63,£20.95,£0.00,03/12/2019,11/12/2019,68644.0,90,75271,,,,False
SP0527571,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£350,799.60",31/10/2019,Unsolicited material to electors,MBM Print SCS Ltd,"1 Tennant Avenue, East Kilbride, Glasgow, G74 5NA, United Kingdom","£298,552.85","£33,874.27","£18,372.48",£0.00,31/10/2019,22/11/2019,68643.0,90,68284,,,,False
SP0527570,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£113,472.00",21/11/2019,Unsolicited material to electors,MBM Print SCS Ltd,"1 Tennant Avenue, East Kilbride, Glasgow, G74 5NA, United Kingdom",£0.00,"£73,569.76","£39,902.24",£0.00,21/11/2019,20/12/2019,68642.0,90,68284,,,,False
SP0527569,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£105,252.00",28/11/2019,Unsolicited material to electors,MBM Print SCS Ltd,"1 Tennant Avenue, East Kilbride, Glasgow, G74 5NA, United Kingdom",£0.00,"£68,240.31","£37,011.69",£0.00,28/11/2019,11/12/2019,68641.0,90,68284,,,,False
SP0527568,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£76,800.01",03/12/2019,Unsolicited material to electors,MBM Print SCS Ltd,"1 Tennant Avenue, East Kilbride, Glasgow, G74 5NA, United Kingdom","£65,361.71","£7,416.04","£4,022.26",£0.00,03/12/2019,11/12/2019,68640.0,90,68284,,,,False
SP0527567,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£5,873.99",04/12/2019,Unsolicited material to electors,MBM Print SCS Ltd,"1 Tennant Avenue, East Kilbride, Glasgow, G74 5NA, United Kingdom","£5,873.99",£0.00,£0.00,£0.00,04/12/2019,31/01/2020,68639.0,90,68284,,,,False
SP0527566,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£106,598.40",07/12/2019,Market research/canvassing,Mango Direct Marketing Ltd,"1 Balloo Court, Balloo Drive, Bangor, BT19 7AT, United Kingdom","£90,722.05","£10,293.46","£5,582.89",£0.00,16/12/2019,20/12/2019,68638.0,90,75270,,,,False
SP0527565,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£56,640.00",28/11/2019,Market research/canvassing,Mango Direct Marketing Ltd,"1 Balloo Court, Balloo Drive, Bangor, BT19 7AT, United Kingdom","£48,204.25","£5,469.33","£2,966.42",£0.00,01/12/2019,20/12/2019,68637.0,90,75270,,,,False
SP0527564,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,595.20",01/11/2019,Market research/canvassing,Mango Direct Marketing Ltd,"1 Balloo Court, Balloo Drive, Bangor, BT19 7AT, United Kingdom","£3,059.75",£347.16,£188.29,£0.00,01/12/2019,20/12/2019,68636.0,90,75270,,,,False
SP0527563,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,081.60",01/12/2019,Overheads and general administration,Mango Direct Marketing Ltd,"1 Balloo Court, Balloo Drive, Bangor, BT19 7AT, United Kingdom","£2,622.64",£297.57,£161.39,£0.00,28/01/2020,31/01/2020,68635.0,90,75270,,,,False
SP0527562,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£22,395.72",29/10/2019,Unsolicited material to electors,Mainstream Direct Ltd,"Unit 2, Kingsfield Business Park, Gladstone Road, Northampton, NN5 7PP, United Kingdom","£22,395.72",£0.00,£0.00,£0.00,29/10/2019,27/11/2019,68634.0,90,75269,,,,False
SP0527561,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,024.32",31/10/2019,Overheads and general administration,Lyreco UK Limited,"Deer Park Court, Donnington Wood, Telford, Shropshire, TF2 7NB, United Kingdom",£871.76,£98.91,£53.65,£0.00,30/11/2019,16/01/2020,68633.0,90,68433,,,,False
SP0527559,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£364.78,01/12/2019,Overheads and general administration,Kay Smoljak,,£310.46,£35.22,£19.10,£0.00,17/12/2019,06/02/2020,68632.0,90,75268,,,,False
SP0527558,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£6,842.40",28/11/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom","£6,842.40",£0.00,£0.00,£0.00,28/11/2019,20/12/2019,68631.0,90,75267,,,,False
SP0527557,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£5,057.37",05/12/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom","£5,057.37",£0.00,£0.00,£0.00,05/12/2019,20/12/2019,68630.0,90,75267,,,,False
SP0527556,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£4,611.84",11/12/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom","£4,611.84",£0.00,£0.00,£0.00,11/12/2019,20/12/2019,68629.0,90,75267,,,,False
SP0527555,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£4,458.00",05/12/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom","£4,458.00",£0.00,£0.00,£0.00,07/12/2019,20/12/2019,68628.0,90,75267,,,,False
SP0527554,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,600.00",05/12/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom","£3,600.00",£0.00,£0.00,£0.00,11/12/2019,31/01/2020,68627.0,90,75267,,,,False
SP0527553,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,456.00",28/11/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom","£3,456.00",£0.00,£0.00,£0.00,28/11/2019,20/12/2019,68626.0,90,75267,,,,False
SP0527552,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,300.00",06/12/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom","£3,300.00",£0.00,£0.00,£0.00,06/12/2019,20/12/2019,68625.0,90,75267,,,,False
SP0527551,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,954.40",06/12/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom","£2,954.40",£0.00,£0.00,£0.00,06/12/2019,20/12/2019,68624.0,90,75267,,,,False
SP0527550,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,911.20",28/11/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom","£2,911.20",£0.00,£0.00,£0.00,28/11/2019,20/12/2019,68623.0,90,75267,,,,False
SP0527549,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,534.80",05/12/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom","£1,534.80",£0.00,£0.00,£0.00,05/12/2019,20/12/2019,68622.0,90,75267,,,,False
SP0527548,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£942.62,28/11/2019,Advertising,JPIMedia Publishing Ltd,"PO Box 25, 26 Whitehall Road, Leeds, LS12 9EF, United Kingdom",£942.62,£0.00,£0.00,£0.00,28/11/2019,20/12/2019,68621.0,90,75267,,,,False
SP0527547,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,600.00",03/11/2019,Overheads and general administration,John Levan- Gilroy,,"£3,063.83",£347.63,£188.54,£0.00,05/12/2019,11/12/2019,68620.0,90,75266,,,,False
SP0527546,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,999.00",02/11/2019,Overheads and general administration,John Russell,,"£3,999.00",£0.00,£0.00,£0.00,20/12/2019,13/01/2020,68619.0,90,68297,,,,False
SP0527545,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,000.00",29/11/2019,Advertising,JEWISH CHRONICLE NEWSPAPER LTD,"915 High Road, London, N12 8QJ, United Kingdom","£2,553.19",£289.69,£157.12,£0.00,29/11/2019,10/02/2020,68618.0,90,75265,,,,False
SP0527544,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,000.00",06/12/2019,Advertising,JEWISH CHRONICLE NEWSPAPER LTD,"915 High Road, London, N12 8QJ, United Kingdom","£2,553.19",£289.69,£157.12,£0.00,06/12/2019,20/12/2019,68617.0,90,75265,,,,False
SP0527543,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£4,200.00",19/11/2019,Overheads and general administration,Jennifer Hollis,,"£3,574.47",£405.56,£219.97,£0.00,10/12/2019,20/12/2019,68616.0,90,75264,,,,False
SP0527542,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£845.00,05/11/2019,Overheads and general administration,Jaqui Shreeve,,£719.14,£81.60,£44.26,£0.00,06/12/2019,20/12/2019,68615.0,90,75263,,,,False
SP0527541,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£770.00,04/12/2019,Advertising,Iliffe Media Publishing Ltd,"Winship Road, Milton, Cambridge, CB24 6PP, United Kingdom",£770.00,£0.00,£0.00,£0.00,08/12/2019,20/12/2019,68614.0,90,75262,,,,False
SP0527540,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£770.00,04/12/2019,Advertising,Iliffe Media Publishing Ltd,"Winship Road, Milton, Cambridge, CB24 6PP, United Kingdom",£770.00,£0.00,£0.00,£0.00,08/12/2019,20/12/2019,68613.0,90,75262,,,,False
SP0527539,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£9,000.00",05/11/2019,Advertising,Ian Collard,,"£9,000.00",£0.00,£0.00,£0.00,31/12/2019,10/01/2020,68612.0,90,75261,,,,False
SP0527538,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£450.00,05/11/2019,Overheads and general administration,Ian Collard,,£450.00,£0.00,£0.00,£0.00,13/12/2019,10/01/2020,68611.0,90,75261,,,,False
SP0527537,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£250.00,01/12/2019,Overheads and general administration,Martha Richler,,£212.77,£24.14,£13.09,£0.00,01/12/2019,20/12/2019,68610.0,90,75260,,,,False
SP0527536,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£826.90,03/12/2019,Transport,Hertz UK Ltd,"Hertz House, 11 Vine Street, Uxbridge, UB8 1QE, United Kingdom",£703.74,£79.85,£43.31,£0.00,04/12/2019,31/01/2020,68609.0,90,68334,,,,False
SP0527535,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£658.22,07/12/2019,Transport,Hertz UK Ltd,"Hertz House, 11 Vine Street, Uxbridge, UB8 1QE, United Kingdom",£560.19,£63.56,£34.47,£0.00,12/12/2019,20/12/2019,68608.0,90,68334,,,,False
SP0527534,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£411.42,10/12/2019,Transport,Hertz UK Ltd,"Hertz House, 11 Vine Street, Uxbridge, UB8 1QE, United Kingdom",£350.14,£39.73,£21.55,£0.00,10/12/2019,20/12/2019,68607.0,90,68334,,,,False
SP0527533,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£313.09,11/12/2019,Transport,Hertz UK Ltd,"Hertz House, 11 Vine Street, Uxbridge, UB8 1QE, United Kingdom",£266.46,£30.23,£16.40,£0.00,11/12/2019,20/12/2019,68606.0,90,68334,,,,False
SP0527532,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£307.08,11/12/2019,Transport,Hertz UK Ltd,"Hertz House, 11 Vine Street, Uxbridge, UB8 1QE, United Kingdom",£261.35,£29.65,£16.08,£0.00,11/12/2019,20/12/2019,68605.0,90,68334,,,,False
SP0527531,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,611.36",25/11/2019,Overheads and general administration,Hays Specialist Recruitment Ltd,"4th Floor, 2 Triton Street, London, London, NW1 3BF, United Kingdom","£1,371.37",£155.60,£84.39,£0.00,05/12/2019,31/01/2020,68604.0,90,75259,,,,False
SP0527530,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,543.34",25/11/2019,Overheads and general administration,Hays Specialist Recruitment Ltd,"4th Floor, 2 Triton Street, London, London, NW1 3BF, United Kingdom","£1,313.48",£149.03,£80.83,£0.00,06/12/2019,31/01/2020,68603.0,90,75259,,,,False
SP0527529,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,523.81",02/12/2019,Overheads and general administration,Hays Specialist Recruitment Ltd,"4th Floor, 2 Triton Street, London, London, NW1 3BF, United Kingdom","£1,296.86",£147.14,£79.81,£0.00,12/12/2019,31/01/2020,68602.0,90,75259,,,,False
SP0527528,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,406.59",09/12/2019,Overheads and general administration,Hays Specialist Recruitment Ltd,"4th Floor, 2 Triton Street, London, London, NW1 3BF, United Kingdom","£1,197.10",£135.82,£73.67,£0.00,20/12/2019,31/01/2020,68601.0,90,75259,,,,False
SP0527527,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,359.61",02/12/2019,Overheads and general administration,Hays Specialist Recruitment Ltd,"4th Floor, 2 Triton Street, London, London, NW1 3BF, United Kingdom","£1,157.11",£131.29,£71.21,£0.00,13/12/2019,31/01/2020,68600.0,90,75259,,,,False
SP0527526,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£906.41,09/12/2019,Overheads and general administration,Hays Specialist Recruitment Ltd,"4th Floor, 2 Triton Street, London, London, NW1 3BF, United Kingdom",£771.41,£87.53,£47.47,£0.00,20/12/2019,31/01/2020,68599.0,90,75259,,,,False
SP0527525,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£547.01,21/11/2019,Overheads and general administration,Hays Specialist Recruitment Ltd,"4th Floor, 2 Triton Street, London, London, NW1 3BF, United Kingdom",£465.54,£52.82,£28.65,£0.00,05/12/2019,31/01/2020,68598.0,90,75259,,,,False
SP0527524,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£543.84,21/11/2019,Overheads and general administration,Hays Specialist Recruitment Ltd,"4th Floor, 2 Triton Street, London, London, NW1 3BF, United Kingdom",£462.85,£52.51,£28.48,£0.00,02/12/2019,31/01/2020,68597.0,90,75259,,,,False
SP0527523,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£70,631.48",01/12/2019,Advertising,Google Ireland Ltd,"Gordon House, Dublin, ZZ0 0ZZ, Ireland, The Republic of","£60,111.90","£6,820.39","£3,699.19",£0.00,31/12/2019,13/01/2020,68596.0,90,68225,,,,False
SP0527522,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,169.36",27/11/2019,Advertising,Google Ireland Ltd,"Gordon House, Dublin, ZZ0 0ZZ, Ireland, The Republic of","£1,846.26",£209.48,£113.62,£0.00,30/11/2019,13/01/2020,68595.0,90,68225,,,,False
SP0527521,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£13,479.60",01/12/2019,Overheads and general administration,Goodman Derrick LLP,"1 St Bride Street, London, EC4A 4AD, United Kingdom","£11,472.00","£1,301.63",£705.97,£0.00,29/01/2020,07/02/2020,68594.0,90,68279,,,,False
SP0527520,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£6,519.60",15/11/2019,Overheads and general administration,Goodman Derrick LLP,"1 St Bride Street, London, EC4A 4AD, United Kingdom","£5,548.60",£629.55,£341.45,£0.00,29/01/2020,07/02/2020,68593.0,90,68279,,,,False
SP0527519,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,704.00",01/12/2019,Overheads and general administration,Goodman Derrick LLP,"1 St Bride Street, London, EC4A 4AD, United Kingdom","£1,450.22",£164.54,£89.24,£0.00,29/01/2020,07/02/2020,68592.0,90,68279,,,,False
SP0527518,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£7,512.00",30/11/2019,Overheads and general administration,Fovia Office,"26 Avenue Road, Grantham, Lincolnshire, NG31 6TH, United Kingdom","£6,393.19",£725.38,£393.43,£0.00,30/11/2019,13/01/2020,68591.0,90,75258,,,,False
SP0527517,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£556,708.38",01/11/2019,Advertising,Facebook UK Ltd,"1 Brock Sreet, Regents Street, London, NW1 3FG, United Kingdom","£473,794.36","£53,757.44","£29,156.58",£0.00,03/12/2019,30/01/2020,68590.0,90,75257,,,,False
SP0527516,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£504,557.53",01/12/2019,Advertising,Facebook UK Ltd,"1 Brock Sreet, Regents Street, London, NW1 3FG, United Kingdom","£429,410.67","£48,721.59","£26,425.27",£0.00,02/01/2020,30/01/2020,68589.0,90,75257,,,,False
SP0527515,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£22,380.81",02/05/2019,Market research/canvassing,NGP Van Inc,"PO Box 392264, Suite 500, 20005, Pittsburgh, ZZ0 0ZZ, United States of America","£19,047.50","£2,161.16","£1,172.15",£0.00,02/05/2019,24/05/2019,68588.0,90,54363,,,,False
SP0527514,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£5,610.39",02/04/2019,Market research/canvassing,NGP Van Inc,"PO Box 392264, Suite 500, 20005, Pittsburgh, ZZ0 0ZZ, United States of America","£4,774.80",£541.76,£293.83,£0.00,02/04/2019,16/04/2019,68587.0,90,54363,,,,False
SP0527513,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£120,000.00",06/12/2019,Advertising,Evening Standard Limited,"Northcliffe house, 2 Derry Street, Kensington, London, W8 5TT, United Kingdom","£120,000.00",£0.00,£0.00,£0.00,06/12/2019,06/12/2019,68586.0,90,75256,,,,False
SP0527512,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£6,600.00",04/11/2019,Overheads and general administration,Liberal Democrats,"8-10 Great George Street, London, SW1P 3AE, United Kingdom","£5,617.02",£637.32,£345.66,£0.00,04/11/2019,22/11/2019,68585.0,90,75254,,,,False
SP0527511,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£6,300.00",02/12/2019,Overheads and general administration,Liberal Democrats,"8-10 Great George Street, London, SW1P 3AE, United Kingdom","£5,361.70",£608.35,£329.95,£0.00,02/12/2019,11/12/2019,68584.0,90,75254,,,,False
SP0527510,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£4,500.00",30/09/2019,Overheads and general administration,Liberal Democrats,"8-10 Great George Street, London, SW1P 3AE, United Kingdom","£3,829.79",£434.53,£235.68,£0.00,30/09/2019,11/10/2019,68583.0,90,75254,,,,False
SP0527509,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,061.56",01/12/2019,Overheads and general administration,Liberal Democrats,"8-10 Great George Street, London, SW1P 3AE, United Kingdom","£1,754.52",£199.07,£107.97,£0.00,16/12/2019,20/12/2019,68582.0,90,75254,,,,False
SP0527508,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£55,539.62",12/12/2019,Overheads and general administration,Data Sciences Inc.,"Suite 4, 423 Rue Saint Nicolas, Montreal, ZZ0 0ZZ, Canada","£47,267.76","£5,363.07","£2,908.79",£0.00,12/12/2019,30/01/2020,68581.0,90,68072,,,,False
SP0527507,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£16,248.19",01/12/2019,Overheads and general administration,Data Sciences Inc.,"Suite 4, 423 Rue Saint Nicolas, Montreal, ZZ0 0ZZ, Canada","£13,828.25","£1,568.97",£850.97,£0.00,20/12/2019,10/01/2020,68580.0,90,68072,,,,False
SP0527506,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£13,922.28",01/10/2019,Market research/canvassing,Data Sciences Inc.,"Suite 4, 423 Rue Saint Nicolas, Montreal, ZZ0 0ZZ, Canada","£11,848.75","£1,344.38",£729.15,£0.00,01/10/2019,11/10/2019,68579.0,90,68072,,,,False
SP0527505,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£5,389.27",01/12/2019,Market research/canvassing,Data Sciences Inc.,"Suite 4, 423 Rue Saint Nicolas, Montreal, ZZ0 0ZZ, Canada","£4,586.62",£520.40,£282.25,£0.00,01/12/2019,11/12/2019,68578.0,90,68072,,,,False
SP0527504,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£13,922.28",01/11/2019,Market research/canvassing,Data Sciences Inc.,"Suite 4, 423 Rue Saint Nicolas, Montreal, ZZ0 0ZZ, Canada","£11,848.75","£1,344.38",£729.15,£0.00,01/11/2019,07/11/2019,68577.0,90,68072,,,,False
SP0527503,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£13,922.28",01/09/2019,Market research/canvassing,Data Sciences Inc.,"Suite 4, 423 Rue Saint Nicolas, Montreal, ZZ0 0ZZ, Canada","£11,848.75","£1,344.38",£729.15,£0.00,01/09/2019,12/09/2019,68576.0,90,68072,,,,False
SP0527502,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£13,922.28",01/08/2019,Market research/canvassing,Data Sciences Inc.,"Suite 4, 423 Rue Saint Nicolas, Montreal, ZZ0 0ZZ, Canada","£11,848.75","£1,344.38",£729.15,£0.00,01/08/2019,14/08/2019,68575.0,90,68072,,,,False
SP0527501,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£7,932.97",09/01/2019,Market research/canvassing,Data Sciences Inc.,"Suite 4, 423 Rue Saint Nicolas, Montreal, ZZ0 0ZZ, Canada","£6,751.47",£766.03,£415.47,£0.00,20/12/2019,10/01/2020,68574.0,90,68072,,,,False
SP0527500,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,784.66",25/03/2019,Overheads and general administration,Dan Purchese,,"£1,784.66",£0.00,£0.00,£0.00,16/05/2019,23/05/2019,68573.0,90,54758,,,,False
SP0527499,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,067.74",07/10/2019,Overheads and general administration,Dan Purchese,,"£1,067.74",£0.00,£0.00,£0.00,17/10/2019,25/10/2019,68572.0,90,54758,,,,False
SP0527498,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,037.74",17/10/2019,Overheads and general administration,Dan Purchese,,"£1,037.74",£0.00,£0.00,£0.00,11/11/2019,22/11/2019,68571.0,90,54758,,,,False
SP0527497,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£899.36,06/09/2019,Overheads and general administration,Dan Purchese,,£899.36,£0.00,£0.00,£0.00,19/09/2019,27/09/2019,68570.0,90,54758,,,,False
SP0527496,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£847.38,01/11/2019,Overheads and general administration,Dan Purchese,,£847.38,£0.00,£0.00,£0.00,06/11/2019,22/11/2019,68569.0,90,54758,,,,False
SP0527495,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£535.42,23/09/2019,Overheads and general administration,Dan Purchese,,£535.42,£0.00,£0.00,£0.00,02/10/2019,11/10/2019,68568.0,90,54758,,,,False
SP0527494,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£492.32,01/09/2019,Overheads and general administration,Dan Purchese,,£492.32,£0.00,£0.00,£0.00,09/09/2019,13/09/2019,68567.0,90,54758,,,,False
SP0527493,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£246.16,29/05/2019,Overheads and general administration,Dan Purchese,,£246.16,£0.00,£0.00,£0.00,30/05/2019,07/06/2019,68566.0,90,54758,,,,False
SP0527492,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£222.42,20/05/2019,Overheads and general administration,Dan Purchese,,£222.42,£0.00,£0.00,£0.00,30/05/2019,07/06/2019,68565.0,90,54758,,,,False
SP0527491,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£5,837.23",28/11/2019,Overheads and general administration,Concept Television Studios Ltd,"1 Brickfields Industrial Estate, Finway Road, Hemel Hempstead, HP2 7QA, United Kingdom","£4,967.86",£563.66,£305.71,£0.00,02/12/2019,13/01/2020,68564.0,90,75255,,,,False
SP0527490,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,200.00",17/11/2019,Overheads and general administration,Liberal Democrats,"8-10 Great George Street, London, SW1P 3AE, United Kingdom","£1,021.27",£115.88,£62.85,£0.00,30/11/2019,11/12/2019,68563.0,90,75254,,,,False
SP0527489,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,200.00",01/12/2019,Overheads and general administration,Liberal Democrats,"8-10 Great George Street, London, SW1P 3AE, United Kingdom","£1,021.27",£115.88,£62.85,£0.00,17/12/2019,17/01/2020,68562.0,90,75254,,,,False
SP0527488,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£867.60,10/07/2019,Advertising,Carrick Signs Ltd,"Unit 8 Park Seventeen, Moss Lane, Whitefield, Manchester, M45 8FJ, United Kingdom",£738.38,£83.78,£45.44,£0.00,10/07/2019,16/08/2019,68561.0,90,68070,,,,False
SP0527487,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£832.80,10/10/2019,Advertising,Carrick Signs Ltd,"Unit 8 Park Seventeen, Moss Lane, Whitefield, Manchester, M45 8FJ, United Kingdom",£708.76,£80.42,£43.62,£0.00,16/10/2019,25/10/2019,68560.0,90,68070,,,,False
SP0527486,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£590.40,28/11/2019,Rallies and other events,Carrick Signs Ltd,"Unit 8 Park Seventeen, Moss Lane, Whitefield, Manchester, M45 8FJ, United Kingdom",£502.47,£57.01,£30.92,£0.00,28/11/2019,20/12/2019,68559.0,90,68070,,,,False
